Gender,agerange,AcademicStatus,socialMediaPlatforms,emergingtechnologies,HowdoyouaccessyoursocialmediaplatformsYoucanchoosemorethanone,Howlonghaveyoubeenusingsocialnetworkingsites,HowoftendoyouvisityourSocialNetworkaccounts,Onaveragehowmuchtimedoyouspenddailyonasocialnetworkingsite,Howmanyofyourclassmatesareyourcontactsfriendsonyoursocialnetwork,WhydoyouusesocialnetworksYoucanchoosemorethanone,Incorporatingsocialmediaplatformsandemergingtechnologieshighligh,Socialmediaplatformsandemergingtechnologieshighlightedearliercou,Incorporatingsocialmediaandemergingtechnologiesasateachingtoolwi,EducationalLearningviathesocialmediaplatformswillbeeasyforme,Itwillbebeneficialformetobecomeskilfulatusingsocialmediaplatform,MycolleaguesthinkIshouldusesocialmediaandemergingtechnologiesfor,Myfamilyandfriendswillappreciatemyuseofsocialmediaandemergingtec,Myprivacywillbeinfringedifsocialmediaplatformsandemergingtechnol,Internetavailabilityandsignalstrengthwillbeaprobleminusingthesoc,Internetdatabundlesaffordabilitywillbeaprobleminusingthesocialme,Poweravailabilitywillbeaprobleminusingthesocialmediaandemergingt,Ihavethetechnicalskillstousesocialmediaplatformsandemergingtechn,Iwillbewillingtousesocialmediaplatformsandemergingtechnologiesfo,Iwillbewillingtodevotetherequiredtimeandenergyformylearningactiv,Areyoupresentlyinvolvedinelearningusinganysocialmediaplatformore,Whichelearningcoursesorplatformsareyoucurrentlyengagedin
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Blogger.com;Windows Live;Google Plus,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Laptop;Smatphone,above 5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,Yes,"Pluralsight, Udemy"
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube,Facebook Live,Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Blogger.com;Windows Live;Google Plus,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Web-based Elearning Platforms",Laptop;Desktop;Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,5.0,Yes,"Sololearn, Youtube"
Male,26 - 35,Student - Full time,Twitter;WhatsApp;Telegram,"Artificial Intelligence (AI) via AI tutoring system using Robots, Holographic teacher;Web-based Elearning Platforms",Smatphone,above 5 years,Daily,Always online,51- 100,To find information;To keep in touch with family and friends;To share your experience;For academic purposes,5.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,Yes, 
Female,15 - 25,Student - Full time,WhatsApp;Telegram,Zoom;Telegram,Laptop;Smatphone,3-5 years,Daily,7 - 12 hours per day,Less than 20,To find information;To keep in touch with family and friends;To share videos/ pictures/ music;To share your experience;For academic purposes,3.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,Yes,"Telegram, CSC 221"
Male,26 - 35,Student - Full time,Facebook;WhatsApp,Facebook Live;Whatsapp video call,Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To keep in touch with family and friends;To share your experience;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,1-11 months,Weekly,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Snapchat;Google Plus,WhatsApp,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,Yes,Google digital skills
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn,Zoom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,Facebook Live,Smatphone,3-5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,"Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Pinterest;Snapchat;Tiktok;Medium, behance, dribble, slack.","Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,3-5 years,Daily,Always online,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,Yes,Telegram only
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat,Google Classroom;Web-based Elearning Platforms,Laptop;Desktop;Smatphone;Tablet or Ipad,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,Yes,telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat,"Facebook Live;Learning Management System (Moodle, Talent, Docebo etc.)",Smatphone,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,Yes,Leadership trainings and graphic designs
Female,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Snapchat;Tiktok,Google Classroom,Smatphone,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To get latest information/gist,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,3.0,4.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,Yes,Penetrating Your Market and Computer Science with EDX
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat;Tiktok,"Google Classroom;Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...)",Smatphone,above 5 years,Weekly,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Snapchat;Tiktok,"Zoom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To share videos/ pictures/ music;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,Yes,"HTML, CSS and JavaScript"
Male,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live;WhatsApp,Smatphone,3-5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To share videos/ pictures/ music;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat,Zoom;Facebook Live;Web-based Elearning Platforms,Laptop;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Pinterest;Snapchat;Tiktok,Google Classroom;Microsoft's Team,Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,No, 
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube,Zoom;Facebook Live;Web-based Elearning Platforms,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To play games;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,Yes,WHO online courses
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp,Facebook Live;Google Classroom,Smatphone,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,No, 
Male,15 - 25,Student - Full time,Facebook;WhatsApp,Facebook Live,Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram,Zoom;Facebook Live,Smatphone,above 5 years,Occassionally,Less than 1 hour,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,No, 
Male,26 - 35,Student - Full time,Facebook;Twitter;WhatsApp;LinkedIn,Zoom;Facebook Live;Google Classroom;Web-based Elearning Platforms,Smatphone,above 5 years,Weekly,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,Yes,Data science (Harvard free online courses )
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;LinkedIn;Blogger.com,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Smatphone,1-2 years,Daily,1 - 6 hours per day,Less than 20,To find information;To play games;To make professional and business contacts;To get latest information/gist;For academic purposes,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,Yes,Content Marketing
Male,26 - 35,Student - Full time,Facebook;WhatsApp,"Learning Management System (Moodle, Talent, Docebo etc.)",Laptop;Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To share your experience;For academic purposes,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,Yes,Moodle flatform of elearning
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp,Facebook Live,Smatphone,above 5 years,Daily,1 - 6 hours per day,20 - 50,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,No,Am not
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;YouTube;Snapchat,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,Always online,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,3.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Snapchat,Zoom,Smatphone,3-5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;For academic purposes,5.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,No, 
Male,26 - 35,Student - Full time,Facebook;Instagram;WhatsApp;LinkedIn,Facebook Live;Web-based Elearning Platforms,Laptop;Smatphone,above 5 years,Daily,Less than 1 hour,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes,5.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube;Snapchat,"Facebook Live;Google Classroom;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Laptop;Desktop;Smatphone;Tablet or Ipad,above 5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,Yes,Coursera
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;Snapchat;Google Plus,Facebook Live;Google Classroom;Gamification via Games-based learning (GBL),Laptop;Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Microsoft's Team",Smatphone,above 5 years,Weekly,7 - 12 hours per day,51- 100,To find information;To keep in touch with family and friends;To get latest information/gist;To share your experience;For academic purposes;To while away time,5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;Google Plus;WeChat,Facebook Live;Google Classroom;Web-based Elearning Platforms;Instagram live,Smatphone,above 5 years,Daily,1 - 6 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;To learn certain skills,4.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,Yes,"Digital marketing skills, WhatsApp fish farming training, WhatsApp mini importation training."
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp;YouTube;Google Plus,"Mobile Learning via Mobile Apps (Sololearn, Simplilearn, Grasshopper...);Gamification via Games-based learning (GBL);Web-based Elearning Platforms",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To keep in touch with family and friends;To get latest information/gist;For academic purposes;To while away time,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,No, 
Male,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;YouTube;Snapchat;Tiktok,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Web-based Elearning Platforms",Laptop;Smatphone,above 5 years,Daily,Always online,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;To get latest information/gist;For academic purposes;To while away time,4.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,Yes,Edx and telegram
Male,26 - 35,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;Telegram;LinkedIn;Pinterest;Blogger.com,"Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc",Smatphone,above 5 years,Daily,1 - 6 hours per day,Less than 20,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share your experience;For academic purposes,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,Yes,Udemy(Ethical hacking) Whatsapp&telegram
Male,15 - 25,Student - Full time,Facebook;Twitter;WhatsApp,Facebook Live,Smatphone;Tablet or Ipad,above 5 years,Daily,7 - 12 hours per day,Almost everyone,To find information;To keep in touch with family and friends;To make new friends;For academic purposes,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,No, 
Female,15 - 25,Student - Full time,Facebook;Instagram;WhatsApp;YouTube,Facebook Live;Google Classroom;Microsoft's Team;Web-based Elearning Platforms,Smatphone,3-5 years,Daily,1 - 6 hours per day,Almost everyone,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,Yes,Microsoft word learning and how to design using smartphone
Female,15 - 25,Student - Full time,Facebook;Twitter;Instagram;WhatsApp;YouTube;Snapchat,Zoom;Facebook Live,Smatphone,above 5 years,Daily,7 - 12 hours per day,20 - 50,To find information;To keep in touch with family and friends;To get latest information/gist;To share videos/ pictures/ music;For academic purposes;To while away time,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,Yes,Digital skills
Male,26 - 35,Student - Full time,Facebook;Instagram;WhatsApp;Telegram;LinkedIn;YouTube,"Zoom;Facebook Live;Massive Open Online Courses (MOOC) like Coursera, Udemy, EDX etc;Telegram",Smatphone,above 5 years,Daily,7 - 12 hours per day,51- 100,To find information;To make professional and business contacts;To keep in touch with family and friends;To make new friends;To get latest information/gist;To share videos/ pictures/ music;To share your experience;For academic purposes,5.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,Yes,"Digital marketing, information technology"
